,season,episode,speaker,percent
1795,6,15,kevin,0.333
1796,6,15,meredith,0.6669999999999999
1797,6,15,michael,28.666999999999998
1798,6,15,mrs. wallace,1.0
1799,6,15,oscar,1.667
1800,6,15,pam,8.333
1801,6,15,phyllis,0.333
1802,6,15,stanley,0.333
1803,6,15,teddy,8.667
1804,6,15,teddy wallace,0.333
1805,6,15,toby,0.6669999999999999
1806,6,23,all,0.291
1807,6,23,andy,0.872
1808,6,23,angela,0.872
1809,6,23,creed,0.291
1810,6,23,darryl,1.163
1811,6,23,donna,11.628
1812,6,23,dwight,13.081000000000001
1813,6,23,erin,2.616
1814,6,23,gabe,4.36
1815,6,23,hide,0.581
1816,6,23,jim,14.826
1817,6,23,kelly,8.14
1818,6,23,kevin,2.326
1819,6,23,michael,25.581
1820,6,23,oscar,2.616
1821,6,23,pam,7.849
1822,6,23,phyllis,1.163
1823,6,23,ryan,1.163
1824,6,23,stanley,0.581
1825,6,1,andy,11.501999999999999
1826,6,1,andy & michael,0.319
1827,6,1,angela,1.5970000000000002
1828,6,1,creed,1.917
1829,6,1,dwight,6.069999999999999
1830,6,1,dwight & andy,0.319
1831,6,1,eric,2.236
1832,6,1,erin,2.236
1833,6,1,everyone,0.319
1834,6,1,female intern,0.958
1835,6,1,jim,13.099
1836,6,1,kelly,2.875
1837,6,1,kevin,4.153
1838,6,1,maurie,3.834
1839,6,1,megan,0.958
1840,6,1,meredith,1.278
1841,6,1,michael,28.115000000000002
1842,6,1,michael & dwight,0.319
1843,6,1,oscar,2.875
1844,6,1,pam,8.626000000000001
1845,6,1,phyllis,2.236
1846,6,1,ryan,0.319
1847,6,1,stanley,3.514
1848,6,1,toby,0.319
1849,6,2,andy,2.593
1850,6,2,angela,1.111
1851,6,2,creed,1.481
1852,6,2,darryl,5.556
1853,6,2,david,12.592999999999998
1854,6,2,david wallace,0.37
1855,6,2,dwight,11.852
1856,6,2,erin,1.111
1857,6,2,gwenneth,0.741
1858,6,2,jim,7.7780000000000005
1859,6,2,kelly,1.111
1860,6,2,kevin,0.37
1861,6,2,meredith,2.222
1862,6,2,michael,26.667
1863,6,2,oscar,2.593
1864,6,2,pam,8.889
1865,6,2,phyllis,0.741
1866,6,2,ryan,1.8519999999999999
1867,6,2,stanley,0.741
1868,6,2,toby,9.629999999999999
1869,6,3,andy,0.962
1870,6,3,angela,1.603
1871,6,3,creed,0.962
1872,6,3,david wallace,1.923
1873,6,3,dwight,11.218
1874,6,3,erin,0.962
1875,6,3,jim,29.487000000000002
1876,6,3,kelly,1.282
1877,6,3,kevin,5.128
1878,6,3,meredith,2.8850000000000002
1879,6,3,michael,27.244
1880,6,3,oscar,3.846
1881,6,3,pam,5.769
1882,6,3,phyllis,4.167
1883,6,3,ryan,1.603
1884,6,3,stanley,0.962
1885,6,4,andy,5.779
1886,6,4,angela,2.102
1887,6,4,dwight,15.412
1888,6,4,erin,1.7510000000000001
1889,6,4,everyone,0.17500000000000002
1890,6,4,front desk clerk,1.7510000000000001
1891,6,4,hotel employee,0.701
1892,6,4,hotel manager,0.701
1893,6,4,isabel,1.926
1894,6,4,jim,10.857999999999999
1895,6,4,kelly,0.525
1896,6,4,kevin,5.2540000000000004
1897,6,4,kids,0.17500000000000002
1898,6,4,little girl,0.17500000000000002
1899,6,4,mema,2.2769999999999997
1900,6,4,meredith,1.051
1901,6,4,michael,23.643
1902,6,4,michael and dwight,0.17500000000000002
1903,6,4,mr. beesly,0.35000000000000003
1904,6,4,mr. halpert,0.876
1905,6,4,oscar,1.576
1906,6,4,pam,12.609
1907,6,4,pam's dad,0.17500000000000002
1908,6,4,pam's mom,2.2769999999999997
1909,6,4,penny,2.2769999999999997
1910,6,4,pete,1.051
1911,6,4,pete halpert,0.17500000000000002
1912,6,4,phyllis,0.525
1913,6,4,ryan,0.525
1914,6,4,stanley,1.226
1915,6,4,toby,0.525
1916,6,4,tom,1.051
1917,6,4,tom and pete,0.17500000000000002
1918,6,4,tom halpert,0.17500000000000002
1919,6,6,andy,14.541
1920,6,6,andy and dwight,0.255
1921,6,6,credit card rep,0.255
1922,6,6,creed,0.255
1923,6,6,dwight,13.264999999999999
1924,6,6,dwight and andy,0.255
1925,6,6,erin,2.2960000000000003
1926,6,6,grotti,7.6530000000000005
1927,6,6,jim,4.082
1928,6,6,kevin,4.337
1929,6,6,kid,0.255
1930,6,6,meredith,0.765
1931,6,6,michael,39.541
1932,6,6,oscar,4.5920000000000005
1933,6,6,pam,1.276
1934,6,6,phyllis,0.255
1935,6,6,rep,1.5310000000000001
1936,6,6,ryan,1.02
1937,6,6,toby,0.765
1938,6,6,waitress,1.786
1939,6,6,woman,1.02
1940,6,7,andy,2.875
1941,6,7,angela,1.5970000000000002
1942,6,7,creed,0.319
1943,6,7,dwight,9.585
1944,6,7,erin,3.834
1945,6,7,jim,18.529999999999998
1946,6,7,kelly,3.195
1947,6,7,kevin,1.917
1948,6,7,meredith,1.278
1949,6,7,michael,27.156999999999996
1950,6,7,oscar,1.917
1951,6,7,pam,18.529999999999998
1952,6,7,phyllis,0.639
1953,6,7,ryan,3.195
1954,6,7,stanley,0.319
1955,6,7,toby,4.792
1956,6,7,various,0.319
1957,6,8,andy,11.642
1958,6,8,angela,2.9850000000000003
1959,6,8,creed,0.8959999999999999
1960,6,8,customer,1.194
1961,6,8,darryl,2.09
1962,6,8,dwight,4.179
1963,6,8,erin,5.075
1964,6,8,jim,15.821
1965,6,8,keena gifford,1.791
1966,6,8,kelly,0.597
1967,6,8,kevin,2.9850000000000003
1968,6,8,kids,0.597
1969,6,8,meredith,2.388
1970,6,8,michael,27.163999999999998
1971,6,8,oscar,3.2840000000000003
1972,6,8,pam,12.836
1973,6,8,phyllis,2.6870000000000003
1974,6,8,ryan,0.299
1975,6,8,secretary,0.597
1976,6,8,stanley,0.8959999999999999
1977,6,9,andy,7.053
1978,6,9,angela,0.504
1979,6,9,creed,0.504
1980,6,9,dwight,12.594
1981,6,9,erin,0.756
1982,6,9,helene,9.32
1983,6,9,hostess,0.252
1984,6,9,jim,7.053
1985,6,9,kelly,1.2590000000000001
1986,6,9,kevin,1.5110000000000001
1987,6,9,meredith,0.252
1988,6,9,michael,34.509
1989,6,9,oscar,0.756
1990,6,9,pam,18.64
1991,6,9,phyllis,0.504
1992,6,9,ryan,2.015
1993,6,9,stanley,0.252
1994,6,9,toby,2.267
1995,6,10,andy,9.717
1996,6,10,angela,2.429
1997,6,10,creed,0.8099999999999999
1998,6,10,david,1.619
1999,6,10,david wallace's secretary,0.8099999999999999
2000,6,10,dwight,12.145999999999999
2001,6,10,erin,6.0729999999999995
2002,6,10,jim,19.028
2003,6,10,kelly,0.40499999999999997
2004,6,10,kevin,4.453
2005,6,10,meredith,1.619
2006,6,10,michael,27.126
2007,6,10,oscar,3.2390000000000003
2008,6,10,pam,4.858
2009,6,10,phyllis,2.024
2010,6,10,ryan,0.40499999999999997
2011,6,10,stanley,2.429
2012,6,10,voice on cd player,0.8099999999999999
2013,6,12,andy,8.148
2014,6,12,angela,1.111
2015,6,12,creed,0.37
2016,6,12,david,2.963
2017,6,12,david wallace,0.37
2018,6,12,deliveryman,0.37
2019,6,12,dwight,14.074
2020,6,12,erin,7.7780000000000005
2021,6,12,everyone,0.37
2022,6,12,jim,14.074
2023,6,12,kelly,0.37
2024,6,12,kevin,2.963
2025,6,12,lefevre,4.074
2026,6,12,michael,25.926
2027,6,12,michael and erin,0.37
2028,6,12,mikela,3.3329999999999997
2029,6,12,oscar,0.741
2030,6,12,pam,5.185
2031,6,12,phyllis,1.481
2032,6,12,ryan,1.481
2033,6,12,stanley,0.741
2034,6,12,stephanie,0.741
2035,6,12,students,1.111
2036,6,12,teacher,1.481
2037,6,12,zion,0.37
2038,6,13,andy,4.678
2039,6,13,angela,1.754
2040,6,13,bob,0.292
2041,6,13,bob vance,0.292
2042,6,13,creed,0.585
2043,6,13,darryl,0.877
2044,6,13,david,5.556
2045,6,13,dwight,10.818999999999999
2046,6,13,erin,3.216
2047,6,13,everyone,0.292
2048,6,13,group,0.585
2049,6,13,jim,13.743
2050,6,13,kelly,0.877
2051,6,13,kelly and erin,0.292
2052,6,13,kevin,3.801
2053,6,13,matt,1.17
2054,6,13,meredith,0.877
2055,6,13,michael,27.778000000000002
2056,6,13,office,0.292
2057,6,13,oscar,3.801
2058,6,13,pam,4.678
2059,6,13,phyllis,7.8950000000000005
2060,6,13,ryan,2.339
2061,6,13,stanley,1.462
2062,6,13,stephanie,0.292
2063,6,13,toby,1.754
2064,6,14,andy,0.5459999999999999
2065,6,14,angela,1.093
2066,6,14,both,2.186
2067,6,14,computron,5.464
2068,6,14,dwight,25.683
2069,6,14,eric,14.208000000000002
2070,6,14,fake stanley,0.5459999999999999
2071,6,14,kevin,1.093
2072,6,14,michael,36.065999999999995
2073,6,14,pam,2.732
2074,6,14,ryan,0.5459999999999999
2075,6,14,toby,9.836
2076,6,16,andy,8.054
2077,6,16,angela,0.336
2078,6,16,dwight,12.751999999999999
2079,6,16,erin,7.718
2080,6,16,gabe,1.678
2081,6,16,hotel employee,3.02
2082,6,16,jim,11.745
2083,6,16,jo,11.074
2084,6,16,kelly,3.691
2085,6,16,kevin,1.678
2086,6,16,meredith,1.3419999999999999
2087,6,16,michael,23.49
2088,6,16,michael and dwight,0.336
2089,6,16,nick,1.678
2090,6,16,oscar,2.013
2091,6,16,pam,1.678
2092,6,16,phyllis,1.3419999999999999
2093,6,16,ryan,6.3759999999999994
2094,6,19,andy,8.633000000000001
2095,6,19,andy and dwight,1.439
2096,6,19,angela,1.079
2097,6,19,d,0.36
2098,6,19,darryl,4.676
2099,6,19,dwight,10.432
2100,6,19,erin,7.194000000000001
2101,6,19,gabe,1.079
2102,6,19,jim,14.388000000000002
2103,6,19,jo,19.064999999999998
2104,6,19,kelly,1.079
2105,6,19,kevin,1.079
2106,6,19,meredith,1.439
2107,6,19,michael,18.705
2108,6,19,night cleaning crew,0.36
2109,6,19,oscar,1.439
2110,6,19,pam,0.36
2111,6,19,phyllis,0.36
2112,6,19,reid,1.799
2113,6,19,ryan,1.079
2114,6,19,stanley,0.36
2115,6,19,todd packer,2.158
2116,6,19,warehouse guy 1,1.079
2117,6,19,warehouse guy 2,0.36
2118,6,20,andy,5.19
2119,6,20,angela,2.076
2120,6,20,darryl,3.114
2121,6,20,dwight,14.879000000000001
2122,6,20,erin,2.4219999999999997
2123,6,20,gabe,2.4219999999999997
2124,6,20,jim,17.647
2125,6,20,kelly,2.768
2126,6,20,kevin,2.768
2127,6,20,meredith,1.038
2128,6,20,michael,32.525999999999996
2129,6,20,oscar,0.346
2130,6,20,pam,1.038
2131,6,20,phyllis,6.228
2132,6,20,ryan,1.038
2133,6,20,stanley,3.8059999999999996
2134,6,20,toby,0.692
2135,6,21,andy,9.333
2136,6,21,angela,4.533
2137,6,21,bar manager:,6.4
2138,6,21,bouncer:,0.267
2139,6,21,creed,0.267
2140,6,21,darryl,2.667
2141,6,21,dwight,9.067
2142,6,21,erin,4.267
2143,6,21,everyone:,0.267
2144,6,21,girl at table:,0.5329999999999999
2145,6,21,hide:,0.5329999999999999
2146,6,21,isabel:,5.333
2147,6,21,jim,9.333
2148,6,21,julie:,4.8
2149,6,21,kelly,1.0670000000000002
2150,6,21,kevin,2.4
2151,6,21,matt:,1.333
2152,6,21,meredith,0.267
2153,6,21,michael,20.267
2154,6,21,oscar,5.333
2155,6,21,pam,8.267
2156,6,21,phyllis,1.6
2157,6,21,ryan,1.333
2158,6,21,stanley,0.267
2159,6,21,warehouse guy:,0.267
2160,6,22,andy,9.506
2161,6,22,angela,1.9009999999999998
2162,6,22,cookie monster,1.141
2163,6,22,darryl,1.141
2164,6,22,dwight,6.464
2165,6,22,erin,18.631
2166,6,22,gabe,8.745
2167,6,22,hayworth's waiter,1.521
2168,6,22,jim,3.042
2169,6,22,kelly,1.9009999999999998
2170,6,22,kevin,7.605
2171,6,22,meredith,3.422
2172,6,22,michael,17.49
2173,6,22,oscar,2.281
2174,6,22,oscar's voice from the computer,0.38
2175,6,22,pam,10.646
2176,6,22,phyllis,1.141
2177,6,22,ryan,1.9009999999999998
2178,6,22,toby,1.141
2179,6,24,andy,9.554
2180,6,24,creed,0.637
2181,6,24,darryl,8.28
2182,6,24,donna,12.739
2183,6,24,dwight,12.102
2184,6,24,erin,0.955
2185,6,24,gabe,1.274
2186,6,24,glen,0.318
2187,6,24,gym instructor,0.955
2188,6,24,jim,4.459
2189,6,24,kelly,2.229
2190,6,24,meredith,0.318
2191,6,24,michael,29.936
2192,6,24,old lady,0.318
2193,6,24,oscar,0.318
2194,6,24,pam,13.376
2195,6,24,ryan,1.274
2196,6,24,stanley,0.955
2197,6,25,andy,12.349
2198,6,25,angela,5.723000000000001
2199,6,25,creed,1.205
2200,6,25,darryl,1.205
2201,6,25,dwight,12.048
2202,6,25,dwight and angela,0.301
2203,6,25,erin,3.313
2204,6,25,everyone,1.506
2205,6,25,gabe,1.807
2206,6,25,jim,6.325
2207,6,25,kelly,1.506
2208,6,25,kevin,1.807
2209,6,25,lawyer,3.313
2210,6,25,meredith,0.9039999999999999
2211,6,25,michael,24.698999999999998
2212,6,25,oscar,0.9039999999999999
2213,6,25,pam,9.036
2214,6,25,phyllis,2.41
2215,6,25,reporter,0.9039999999999999
2216,6,25,ryan,3.313
2217,6,25,shane,3.313
2218,6,25,stanley,0.602
2219,6,25,toby,1.506
2220,6,26,andy,6.773
2221,6,26,angela,1.5939999999999999
2222,6,26,creed,0.7969999999999999
2223,6,26,darryl,2.39
2224,6,26,david wallace,0.398
2225,6,26,dwight,7.57
2226,6,26,erin,1.5939999999999999
2227,6,26,gabe,1.992
2228,6,26,hank,0.398
2229,6,26,jim,5.179
2230,6,26,jo,17.928
2231,6,26,kelly,1.992
2232,6,26,kevin,2.789
2233,6,26,michael,28.287000000000003
2234,6,26,nick,4.382
2235,6,26,oscar,0.7969999999999999
2236,6,26,pam,6.773
2237,6,26,phyllis,1.992
2238,6,26,realtor,1.5939999999999999
2239,6,26,ryan,0.7969999999999999
2240,6,26,stanley,0.7969999999999999
2241,6,26,toby,2.789
2242,6,26,todd packer,0.398
2243,7,21,"""jo""",1.5559999999999998
2244,7,21,all,1.5559999999999998
2245,7,21,andy,1.5559999999999998
2246,7,21,angela,0.7779999999999999
2247,7,21,audience,0.38899999999999996
2248,7,21,creed,0.38899999999999996
2249,7,21,darryl,0.7779999999999999
2250,7,21,deangelo,21.012
2251,7,21,dwight,4.6690000000000005
2252,7,21,erin,4.6690000000000005
2253,7,21,erin and kelly,0.38899999999999996
2254,7,21,gabe,0.7779999999999999
2255,7,21,jim,8.949
2256,7,21,kelly and erin,0.38899999999999996
2257,7,21,kevin,2.335
2258,7,21,manager,1.167
2259,7,21,meredith,2.335
2260,7,21,michael,32.296
2261,7,21,oscar,1.9460000000000002
2262,7,21,pam,5.837
2263,7,21,phyllis,1.167
2264,7,21,ryan,2.335
2265,7,21,stanley,1.167
2266,7,21,toby,0.7779999999999999
2267,7,21,together,0.38899999999999996
2268,7,21,women,0.38899999999999996
2269,7,22,abe,0.304
2270,7,22,andy,7.295
2271,7,22,angela,3.6470000000000002
2272,7,22,client,0.304
2273,7,22,creed,0.608
2274,7,22,darryl,0.9119999999999999
2275,7,22,deagnelo,0.304
2276,7,22,deangelo,7.599
2277,7,22,dwight,4.255
2278,7,22,erin,3.6470000000000002
2279,7,22,gabe,3.04
2280,7,22,holly,1.8239999999999998
2281,7,22,jim,5.471
2282,7,22,kelly,0.9119999999999999
2283,7,22,kevin,3.343
2284,7,22,meredith,1.8239999999999998
2285,7,22,michael,35.562
2286,7,22,oscar,1.8239999999999998
2287,7,22,pam,5.775
2288,7,22,phyllis,5.471
2289,7,22,rory,0.608
2290,7,22,ryan,0.9119999999999999
2291,7,22,stanley,2.7359999999999998
2292,7,22,toby,1.52
2293,7,22,warehouse guy,0.304
2294,7,11,aj,2.431
2295,7,11,all,0.16199999999999998
2296,7,11,andy,4.537999999999999
2297,7,11,angela,4.537999999999999
2298,7,11,bass player,0.32399999999999995
2299,7,11,creed,0.6479999999999999
2300,7,11,darryl,3.8899999999999997
2301,7,11,dwight,5.835
2302,7,11,erin,3.241
2303,7,11,gabe,0.972
2304,7,11,holly,8.427999999999999
2305,7,11,jada,4.2139999999999995
2306,7,11,jim,7.779999999999999
2307,7,11,justine,0.32399999999999995
2308,7,11,kelly,2.2689999999999997
2309,7,11,kevin,2.593
2310,7,11,meredith,1.6209999999999998
2311,7,11,michael,21.718
2312,7,11,nate,0.8099999999999999
2313,7,11,oscar,1.9449999999999998
2314,7,11,pam,12.156
2315,7,11,phyllis,2.1069999999999998
2316,7,11,robert,0.8099999999999999
2317,7,11,ryan,1.783
2318,7,11,stanley,0.8099999999999999
2319,7,11,toby,4.052
2320,7,1,all,0.8370000000000001
2321,7,1,andy,6.694999999999999
2322,7,1,angela,1.2550000000000001
2323,7,1,both,0.8370000000000001
2324,7,1,creed,1.6740000000000002
2325,7,1,darryl,2.092
2326,7,1,dwight,8.787
2327,7,1,erin,2.929
2328,7,1,gabe,4.603
2329,7,1,jim,9.205
2330,7,1,jo,2.929
2331,7,1,kelly,2.092
2332,7,1,kevin,2.092
2333,7,1,luke,7.531000000000001
2334,7,1,meredith,1.2550000000000001
2335,7,1,michael,23.849
2336,7,1,oscar,3.347
2337,7,1,pam,10.459999999999999
2338,7,1,phyllis,2.929
2339,7,1,ryan,1.2550000000000001
2340,7,1,stanley,2.092
2341,7,1,toby,1.2550000000000001
2342,7,3,all,0.847
2343,7,3,andy,20.339
2344,7,3,angela,6.78
2345,7,3,creed,0.847
2346,7,3,darryl,5.508
2347,7,3,dwight,7.202999999999999
2348,7,3,erin,8.051
2349,7,3,jim,8.051
2350,7,3,kelly,0.847
2351,7,3,meredith,0.424
2352,7,3,michael,19.915
2353,7,3,oscar,0.424
2354,7,3,pam,7.202999999999999
2355,7,3,phyllis,1.695
2356,7,3,shelby,3.39
2357,7,3,stanley,0.847
2358,7,3,sweeney todd,6.78
2359,7,3,usher,0.847
2360,7,5,all,1.0
2361,7,5,andy,10.0
2362,7,5,angela,0.5
2363,7,5,creed,0.5
2364,7,5,danny,10.0
2365,7,5,darryl,5.75
2366,7,5,darryl and andy,0.25
2367,7,5,dwight,14.000000000000002
2368,7,5,erin,0.5
2369,7,5,jim,15.25
2370,7,5,kelly,0.75
2371,7,5,kevin,3.5000000000000004
2372,7,5,meredith,3.75
2373,7,5,michael,21.75
2374,7,5,oscar,4.5
2375,7,5,pam,2.5
2376,7,5,phyllis,2.0
2377,7,5,receptionist,0.25
2378,7,5,ryan,0.75
2379,7,5,stanley,1.25
2380,7,5,steve,1.25
2381,7,6,all,0.33999999999999997
2382,7,6,andy,5.442
2383,7,6,angela,1.701
2384,7,6,creed,1.02
2385,7,6,danny,12.245000000000001
2386,7,6,darryl,9.524000000000001
2387,7,6,dwight,4.7620000000000005
2388,7,6,erin,2.3810000000000002
2389,7,6,gabe,4.7620000000000005
2390,7,6,jim,9.184000000000001
2391,7,6,kelly,1.701
2392,7,6,kevin,6.463000000000001
2393,7,6,meredith,0.33999999999999997
2394,7,6,michael,20.068
2395,7,6,oscar,2.721
2396,7,6,pam,8.163
2397,7,6,phyllis,1.701
2398,7,6,ryan,2.041
2399,7,6,stanley,2.3810000000000002
2400,7,6,toby,1.361
2401,7,6,todd packer,1.701
2402,7,7,all,0.33999999999999997
2403,7,7,andy,8.503
2404,7,7,angela,2.721
2405,7,7,another guy,0.33999999999999997
2406,7,7,bus driver,1.02
2407,7,7,carla,0.6799999999999999
2408,7,7,church congregation,0.33999999999999997
2409,7,7,darryl,0.6799999999999999
2410,7,7,doug,1.701
2411,7,7,doug [church member],0.33999999999999997
2412,7,7,dwight,5.442
2413,7,7,erin,3.061
2414,7,7,female church member,0.33999999999999997
2415,7,7,female church member [to michael],0.33999999999999997
2416,7,7,gabe,0.6799999999999999
2417,7,7,girl,3.061
2418,7,7,guy,2.721
2419,7,7,helene,0.33999999999999997
2420,7,7,jim,12.925
2421,7,7,jim's dad,0.33999999999999997
2422,7,7,kelly,0.6799999999999999
2423,7,7,kevin,1.361
2424,7,7,lady,0.33999999999999997
2425,7,7,male church member,1.02
2426,7,7,mee-maw,0.33999999999999997
2427,7,7,meemaw,0.33999999999999997
2428,7,7,michael,27.891
2429,7,7,michael and andy,0.33999999999999997
2430,7,7,oscar,0.6799999999999999
2431,7,7,pam,11.224
2432,7,7,pastor,2.3810000000000002
2433,7,7,phyllis,1.701
2434,7,7,radio,0.33999999999999997
2435,7,7,ryan,2.041
2436,7,7,stanley,1.02
2437,7,7,students,0.33999999999999997
2438,7,7,toby,1.02
2439,7,7,woman,1.02
2440,7,24,all,0.784
2441,7,24,all but oscar,0.392
2442,7,24,andy,10.196
2443,7,24,angela,4.314
2444,7,24,creed,0.784
2445,7,24,darryl,1.9609999999999999
2446,7,24,darryl and angela,0.392
2447,7,24,dwight,28.627000000000002
2448,7,24,erin,5.098
2449,7,24,gabe,7.843
2450,7,24,jim,10.588000000000001
2451,7,24,jo,5.489999999999999
2452,7,24,jordan,0.784
2453,7,24,kelly,2.3529999999999998
2454,7,24,kevin,7.843
2455,7,24,meredith,0.392
2456,7,24,mose [on phone],0.392
2457,7,24,oscar,1.569
2458,7,24,pam,4.314
2459,7,24,phyllis,1.9609999999999999
2460,7,24,ryan,0.784
2461,7,24,stanley,0.784
2462,7,24,toby,2.3529999999999998
2463,7,25,all,0.188
2464,7,25,andy,4.707999999999999
2465,7,25,angela,2.072
2466,7,25,creed,3.202
2467,7,25,darryl,5.461
2468,7,25,david brent,0.188
2469,7,25,dwight,9.415999999999999
2470,7,25,erin,4.331
2471,7,25,finger lakes guy,0.188
2472,7,25,fred,1.695
2473,7,25,fred henry,0.188
2474,7,25,gabe,5.65
2475,7,25,jada,0.377
2476,7,25,jim,22.599
2477,7,25,jo,5.273
2478,7,25,jordan,0.377
2479,7,25,kelly,3.202
2480,7,25,kevin,2.637
2481,7,25,meredith,1.13
2482,7,25,merv,1.883
2483,7,25,merv bronte,0.188
2484,7,25,nellie,1.695
2485,7,25,nellie bertram,0.188
2486,7,25,oscar,4.143
2487,7,25,pam,6.026
2488,7,25,"pam as ""fourth-biggest client""",0.565
2489,7,25,"pam as ""ninth-biggest client""",0.377
2490,7,25,phyllis,3.766
2491,7,25,robert,2.26
2492,7,25,robert california,0.188
2493,7,25,ryan,2.072
2494,7,25,stanley,0.753
2495,7,25,toby,2.448
2496,7,25,warren,0.377
2497,7,25,warren buffett,0.188
2498,7,2,andy,4.317
2499,7,2,angel,0.36
2500,7,2,angela,1.079
2501,7,2,creed,0.36
2502,7,2,darryl,1.439
2503,7,2,dwight,21.583
2504,7,2,erin,1.439
2505,7,2,gabe,6.115
2506,7,2,jim,12.23
2507,7,2,kelly,2.158
2508,7,2,michael,11.151
2509,7,2,mose,0.719
2510,7,2,oscar,2.5180000000000002
2511,7,2,pam,14.029
2512,7,2,phyllis,1.079
2513,7,2,ryan,1.079
2514,7,2,salesman,3.5970000000000004
2515,7,2,stanley,1.079
2516,7,2,toby,12.590000000000002
2517,7,2,window treatment guy,1.079
2518,7,4,andy,12.539
2519,7,4,angela,0.627
2520,7,4,astrid,0.9400000000000001
2521,7,4,carrol,0.313
2522,7,4,carroll,4.389
2523,7,4,creed,0.627
2524,7,4,darryl,2.508
2525,7,4,donna,2.194
2526,7,4,dwight,12.539
2527,7,4,employees except dwight,0.313
2528,7,4,erin,1.254
2529,7,4,gabe,0.9400000000000001
2530,7,4,helene,1.254
2531,7,4,holly,5.016
2532,7,4,jan,5.016
2533,7,4,jim,1.254
2534,7,4,jim and pam,0.313
2535,7,4,kelly,1.567
2536,7,4,kevin,3.1350000000000002
2537,7,4,meredith,2.194
2538,7,4,michael,29.467
2539,7,4,nate,1.567
2540,7,4,old woman,0.9400000000000001
2541,7,4,oscar,2.194
2542,7,4,pam,2.508
2543,7,4,phyllis,1.567
2544,7,4,ryan,0.313
2545,7,4,son,1.254
2546,7,4,stanley,1.254
2547,7,8,andy,9.524000000000001
2548,7,8,angela,3.2969999999999997
2549,7,8,creed,1.465
2550,7,8,darryl,2.198
2551,7,8,dwight,9.524000000000001
2552,7,8,erin,14.652000000000001
2553,7,8,gabe,6.593
2554,7,8,jim,6.959999999999999
2555,7,8,kelly,4.7620000000000005
2556,7,8,kevin,3.2969999999999997
2557,7,8,michael,19.78
2558,7,8,oscar,2.564
2559,7,8,pam,8.425
2560,7,8,phyllis,4.396
2561,7,8,reporter,0.733
2562,7,8,ryan,1.099
2563,7,8,stanley,0.366
2564,7,8,tv,0.366
2565,7,9,andy,3.2259999999999995
2566,7,9,angela,6.773999999999999
2567,7,9,creed,0.968
2568,7,9,darryl,3.2259999999999995
2569,7,9,dwight,7.742
2570,7,9,erin,2.258
2571,7,9,gabe,2.258
2572,7,9,guy,0.32299999999999995
2573,7,9,jim,8.065
2574,7,9,jo,1.29
2575,7,9,kelly,1.6129999999999998
2576,7,9,kevin,2.903
2577,7,9,kid,0.32299999999999995
2578,7,9,kids,0.32299999999999995
2579,7,9,little girl,0.645
2580,7,9,man,3.2259999999999995
2581,7,9,meredith,0.645
2582,7,9,michael,22.258
2583,7,9,oscar,1.6129999999999998
2584,7,9,pam,9.032
2585,7,9,phyllis,0.645
2586,7,9,robotic voice,0.645
2587,7,9,ryan,17.419
2588,7,9,ryan and michael,0.32299999999999995
2589,7,9,stanley,2.258
2590,7,10,andy,7.443
2591,7,10,angela,0.971
2592,7,10,creed,0.647
2593,7,10,darryl,4.207000000000001
2594,7,10,dwight,14.238999999999999
2595,7,10,dwight & nate,0.32399999999999995
2596,7,10,erin,2.913
2597,7,10,gabe,0.32399999999999995
2598,7,10,hank,0.971
2599,7,10,jim,8.738
2600,7,10,kelly,2.589
2601,7,10,kevin,2.589
2602,7,10,meredith,0.647
2603,7,10,michael,18.77
2604,7,10,nate,4.854
2605,7,10,oscar,8.091
2606,7,10,pam,14.887
2607,7,10,passer-by,1.6179999999999999
2608,7,10,phyllis,0.971
2609,7,10,ryan,2.265
2610,7,10,stanley,1.942
2611,7,13,andy,6.462
2612,7,13,angela,2.154
2613,7,13,bookstore employee,0.615
2614,7,13,creed,4.0
2615,7,13,customer,0.615
2616,7,13,darryl,6.462
2617,7,13,dj,0.923
2618,7,13,dwight,10.462
2619,7,13,erin,7.077
2620,7,13,gabe,0.615
2621,7,13,holly,5.846
2622,7,13,jim,2.4619999999999997
2623,7,13,kelly,3.077
2624,7,13,kevin,5.846
2625,7,13,man,0.923
2626,7,13,member,0.615
2627,7,13,meredith,0.308
2628,7,13,michael,24.308
2629,7,13,oscar,0.923
2630,7,13,pam,9.538
2631,7,13,phyllis,2.769
2632,7,13,ryan,1.846
2633,7,13,video michael,2.154
2634,7,14,andy,18.276
2635,7,14,creed,0.69
2636,7,14,darryl,1.034
2637,7,14,david,4.138
2638,7,14,david brent,0.345
2639,7,14,dwight,6.552
2640,7,14,erin,9.31
2641,7,14,gabe,2.414
2642,7,14,guy,0.69
2643,7,14,hank,0.69
2644,7,14,holly,4.138
2645,7,14,jim,8.620999999999999
2646,7,14,kelly,4.138
2647,7,14,kevin,3.1029999999999998
2648,7,14,michael,13.103000000000002
2649,7,14,older guy,0.345
2650,7,14,older woman,0.69
2651,7,14,oscar,4.828
2652,7,14,pam,6.207
2653,7,14,phyllis,1.034
2654,7,14,"phyllis, stanley, dwight",0.345
2655,7,14,professor powell,1.379
2656,7,14,ryan,2.759
2657,7,14,stanley,0.69
2658,7,14,tom,3.4479999999999995
2659,7,14,younger guy,1.034
2660,7,15,andy,4.075
2661,7,15,angela,0.313
2662,7,15,attendant,1.881
2663,7,15,cell phone sales person,0.627
